"name","slug","post_body","meta_description","id","editLink"
"How do I edit my lead flow?","knowledge/how-do-i-edit-my-lead-flow","<p>Lead flows is a brand new tool from Leadin, it replaces the Popup Form tool and extends it's functionality and design to include a Callout/CTA step and an interactive editor.</p><!--more--><p>To access Lead Flows, navigate to <strong>Leadin &gt; Lead Flows </strong>(in the navigation, or Settings &gt; Popup Form &gt; Lead Flows in WordPress).</p><p>Lead flows are available in four different types:</p><h3 style=""text-align: center;"">Popup Box</h3><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/steps_pop_over.png"" alt=""steps_pop_over.png"" title=""steps_pop_over.png"" width=""348"" height=""119"" style=""display: block; margin-left: auto; margin-right: auto;""></p><p>Popup Box is the most attention-grabbing and best used to promote social channels, grow your email list, and provide the most valuable content you have.</p><h3 style=""text-align: center;"">Dropdown Banner</h3><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/steps_top.png"" alt=""steps_top.png"" title=""steps_top.png"" width=""348"" height=""119"" style=""display: block; margin-left: auto; margin-right: auto;""></p><p>Dropdown Banner is best used to promote a timely offer (i.e. a sale, webinar), or grow your blog subscribers.</p><h3 style=""text-align: center;"">Slide-in Box Left/Right</h3><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/steps_bottom_right.png"" alt=""steps_bottom_right.png"" title=""steps_bottom_right.png"" width=""348"" height=""119"" style=""display: block; margin-left: auto; margin-right: auto;""></p><p>Slide-in Box is best used to promote your content or grow blog subscribers.</p><p>The callout (or CTA) is an opportunity to grab your visitor's attention with a brief description of what you're offering via a title, description, image and theme colour.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/callout.png"" alt=""callout.png"" title=""callout.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>In the callout step of the editor you can:</p><ol><li>Upload an image which is included on the callout and form step</li><li>Set your callout text (the main header)</li><li>Adjust the button text (also included in the form step)</li><li>Set the theme colour which will be included throughout the lead flow</li></ol><p>You will see a live update of the changes you make on the right-hand side of the editor.</p><p>From within the form step you can add some additional&nbsp;fields to the form, change the language of the fields and add a body to elaborate on the value you are providing with your lead flow.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/form.png"" alt=""form.png"" title=""form.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>Language allows you to change the language of the non-editable parts of the popup, including the form field labels. Currently it is possible to translate these parts of the form to French, Spanish, Japanese, German and Brazilian Portuguese. Looking for a language that's not listed? <a href=""/knowledge#contact_form"" target=""_blank"">Let us know</a>.</p><p>The body text will also be included in the callout step of your lead flow.</p><p>Lastly, create a thank you message that your visitor will see after submitting your form. You can link your visitor to additonal resources/downloads and include some lightly formatted text.</p><p>From within options you can adjust the location of your leaf dlow, along with the triggers that will cause it to appear for your user and more.</p><p>First up you can adjust the internal name for your lead flow or unpublish it. The name will appear in the timeline for your contacts and in internal email notifications.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/options-name.png"" alt=""options-name.png"" title=""options-name.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>Next up, configure which pages you'd like your lead flow to appear on (or all pages). The 'exact match URL' option in&nbsp;Leadin supports a wildcard option, for example ""http://www.website.com/blog/*"" (note the asterisk&nbsp;at the end) if you'd like it to appear on all pages on your blog.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/options-location.png"" alt=""options-location.png"" title=""options-location.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>Following location, you can choose the user interaction that will trigger the lead flow. Page scroll will trigger the moment your visitor scrolls 50% down your page. Elapsed time simply triggers the moment X seconds have past. Exit intent allows you to trigger the lead flow&nbsp;when the visitor's mouse exits the their browser window (for example, when they're about to close the browser tab). Last up, you can set a time delay (minimum 7 seconds).&nbsp;Options differ between different lead flow types.&nbsp;</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/options-trigger.png"" alt=""options-trigger.png"" title=""options-trigger.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>Don't want this lead flow to appear on mobile? Disable it using the next option. Lead flows are fully mobile optimised, so in most circumstances it's definitely recommended to include your lead flow on mobile.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/options-mobile-size.png"" alt=""options-mobile-size.png"" title=""options-mobile-size.png"" width=""640"" style=""display: block; margin-left: auto; margin-right: auto; width: 640px;""></p><p>Lastly, you can enable/disable internal email notifications for new submissions on this lead flow.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/options-email-notifications.png"" alt=""options-email-notifications.png"" title=""options-email-notifications.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>You can connect&nbsp;Leadin to an email provider (<a href=""/knowledge/search?q=How%20do%20I%20connect%20Leadin%20to"" target=""_blank"">more on that here</a>). If you have&nbsp;Leadin connected to a provider you can select which lists new contacts who submit this lead flow will be pushed into.&nbsp;</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/options-esp.png"" alt=""options-esp.png"" title=""options-esp.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>The lead flows editor provides an interactive preview where you can test each stage of your lead flow&nbsp;and see it in action. This preview offers the ability to view on desktop, tablet and mobile.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/preview-small.png"" alt=""preview-small.png"" title=""preview-small.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/publish.png"" alt=""publish.png"" title=""publish.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><h3>Want to unpublish your lead flow?</h3><p>Head into options and you'll find an Unpublish option at the top. You can also unpublish right from the Lead Flows Dashboard.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/unpublish.png"" alt=""unpublish.png"" title=""unpublish.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p>","Configure your Leadin Flow in our brand new editor",4075976754,"https://app.hubspot.com/content/324680/edit-beta/4075976754"
"Where do I find my Leadin Token for WordPress?","knowledge/where-do-i-find-my-leadin-token","<p>Already using the&nbsp;Leadin Web App and want to install&nbsp;Leadin in your&nbsp;WordPress account? You can now install an existing account in&nbsp;WordPress by following these steps.&nbsp;</p><!--more--><h3>Install the&nbsp;Leadin&nbsp;WordPress plugin</h3><p><a href=""/knowledge/how-do-i-install-leadin-on-my-wordpress-website"" target=""_blank"">Follow these steps to install the&nbsp;WordPress plugin if you have not already.</a></p><h3>Connect account using&nbsp;Leadin Token</h3><p>Once the plugin is installed, you will find an option after installing ""Already have an account? Click here"", follow this link:</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/already-have-an-account.png"" alt=""already-have-an-account.png"" width=""320"" style=""width: 320px; display: block; margin-left: auto; margin-right: auto;"" caption=""false"" data-constrained=""true""></p><p>From here, you'll need your&nbsp;Leadin Token, you can access your&nbsp;Leadin token inside&nbsp;Leadin &gt; Settings &gt; Installation &gt; WordPress installation as shown here:</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/token.png"" alt=""token.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>Insert your token into the&nbsp;Leadin plugin in&nbsp;WordPress and click Connect Account.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/insert-your-token.png"" alt=""insert-your-token.png"" width=""320"" style=""width: 320px; margin: 0px auto 10px; display: block;""></p><p>That's it! You should now find a link back to the&nbsp;Leadin Web App, and more informaiton right inside&nbsp;WordPress:&nbsp;</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/plugin-slumber-mode.png"" alt=""plugin-slumber-mode.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p>","Already using the Leadin Web App and want to install Leadin in your WordPress account? You can now install an existing account in WordPress by following these steps.",4147522704,"https://app.hubspot.com/content/324680/edit-beta/4147522704"
"The Lead Flows Dashboard","knowledge/lead-flows-dashboard","<p>When clicking on Lead Flows in your&nbsp;Leadin navigation you will be brought to your Lead Flows Dashboard. From here you can create new lead flows in your account (more than one) and see some high-level data and manage each lead flow you've created.</p><!--more--><h3>Create new lead flows</h3><p>You can now create multiple lead flows within&nbsp;Leadin through the new Lead Flows Dashboard by clicking 'Create new' in the top-right of the page. This will allow you to create lead flows&nbsp;for different pages and purposes.&nbsp;</p><h3><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/flow-dash-create.png"" alt=""flow-dash-create.png"" width=""433"" style=""width: 433px; display: block; margin-left: auto; margin-right: auto;""></h3><h3>Activate and Deactivate your lead flows</h3><p>You can now quickly activate and deactivate a lead flow right from the Lead Flows Dashboard through the toggles beside each one.&nbsp;</p><h3>Lead flow analytics</h3><p>The Lead Flows Dashboard provides an overview of the performance of your lead flows&nbsp;by providing the views, contacts and conversion rate of each one. The timeline for this data is provided since the lead flow was created.&nbsp;</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/flows/flow-analytics.png"" alt=""flow-analytics.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>Have a new feature or update you'd like to see for the Lead Flows Dashboard? Let us know on our <a href=""http://ideas.hubspot.com/forums/351120-leadin-by-hubspot-ideas"" target=""_blank"">Ideas Forum here</a>.</p>","When clicking on Lead Flows in your Leadin navigation you will be brought to your Lead Flows Dashboard. From here you can create new lead flows in your account (more than one) and see some high-level data and manage each lead flow you've created.",4218570153,"https://app.hubspot.com/content/324680/edit-beta/4218570153"
"How do I log into Leadin?","knowledge/how-do-i-log-into-leadin","<h3>Using&nbsp;WordPress?</h3><p>If you are using the&nbsp;Leadin&nbsp;WordPress plugin, you can access your&nbsp;Leadin account via&nbsp;WordPress itself. Head on into your&nbsp;WordPress backend and you should find 'Leadin' in your&nbsp;WordPress sidebar.</p><!--more--><h3>Using the&nbsp;Leadin Web App?</h3><p>If you manage your&nbsp;Leadin account via the Web App, <a href=""https://app.hubspot.com/login/leadin"" target=""_blank"">head on over to our Login page</a> where you can access your account. Having trouble logging in? Try <a href=""https://app.hubspot.com/login/leadin/forgot?email="" target=""_blank"">resetting your password here</a> or check for <a href=""/knowledge/why-cant-i-log-into-leadin"" target=""_blank"">potential issues here</a>.</p>","Looking to log into Leadin? Learn more here.",4204043171,"https://app.hubspot.com/content/324680/edit-beta/4204043171"
"How do I add Leadin to my HubSpot account?","knowledge/add-leadin-to-hubspot","<p>Leadin is now available as a free add-on for HubSpot Marketing and HubSpot CRM. To add&nbsp;Leadin to your HubSpot account, follow these steps.</p><p class=""alert alert-red""><strong>Note:</strong> This is an early release of the add-on, features may be partially incomplete and you may find some rough edges but for the most part, you should not experience any issues.</p><!--more--><h3>Add&nbsp;Leadin to HubSpot</h3><p class=""alert"">Please note that you will need to be an <strong>Account Administrator</strong> to activate Leadin on your account.</p><ul><li>Navigate to your HubSpot Marketing or HubSpot CRM portal.</li></ul><p><img src=""http://cdn2.hubspot.net/hub/53/hubfs/Knowledge_Base_Images/Account_Menu/Settings/sales-crm-blank-account-menu-settings.png?t=1464177858720&amp;width=326&amp;height=193"" title="""" style=""display: block; margin-left: auto; margin-right: auto;""></p><ul><li>Once in your Settings, select <strong>Products &amp; Add-Ons</strong></li></ul><p><img alt=""Products and Add-ons"" src=""http://cdn2.hubspot.net/hub/53/file-2562184692-png/Knowledge_Base_Images/Account_Menu/Settings/ProductsandAdd-Ons.png"" style=""display: block; margin-left: auto; margin-right: auto;""></p><ul><li>Locate the <i>Leadin</i>&nbsp;section to <strong>activate</strong>&nbsp;Leadin on your HubSpot portal.</li></ul><h3>What's next?</h3><p>Once&nbsp;Leadin is installed on your HubSpot portal, if you're using&nbsp;Leadin with <strong>HubSpot Marketing</strong>, you'll find the Lead Flows tool under&nbsp;<strong>Content&nbsp;</strong>in your existing navigation rather than seeing a completely separate navigation. As seen here:&nbsp;</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/marketing-lead-flows.png"" alt=""marketing-lead-flows.png"" width=""320"" style=""width: 320px; display: block; margin-left: auto; margin-right: auto;""></p><p>If you're using Leadin with <strong>HubSpot Sales</strong>, you'll find a separate navigation under the top right dropdown in your account, as seen here:&nbsp;</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/sales-add-on.png"" alt=""sales-add-on.png"" width=""320"" style=""width: 320px; display: block; margin-left: auto; margin-right: auto;""></p><h3>Video walkthrough of the&nbsp;Leadin add-on</h3><p>{{ script_embed('wistia', '9v6ri6m9j0', 'undefined', 'responsive') }}</p><p class=""alert"">The&nbsp;Leadin add-on provides a way to add the&nbsp;Leadin features to HubSpot Marketing and HubSpot CRM. This is not an integration between an existing&nbsp;Leadin portal and a HubSpot portal, it is a way to add&nbsp;Leadin's functionality to your HubSpot account.</p><h3>Dashboard</h3><p>The Leadin add-on does not include the native Leadin Dashboard as a dashboard is provided in HubSpot. We are working to introduce the lead generation reports to the HubSpot Dashboard soon.</p><h3>Contacts</h3><p>The&nbsp;Leadin add-on does not include a Contacts screen as all leads generated via lead flows are automaicallly created in your core HubSpot contacts database.</p><h3>List and workflows in HubSpot Marketing</h3><p>You can segment contacts who submit your lead flows inside HubSpot by using the normal Form Submission segmentation option. You will find each lead flow you create right inside the form submission dropdown.</p><h3>Segmentation&nbsp;in HubSpot Sales</h3><p>&nbsp;At the moment it is not possible to segment in HubSpot Sales based on submissions on certain lead flows or collected forms. This is something that we are working on and should be possible soon.</p><h3>Tracking code/plugin</h3><p>If you are using HubSpot Marketing,&nbsp;Leadin is automatically included on your website via your existing HubSpot tracking code. If you are using HubSpot CRM,&nbsp;Leadin will be included on your site via the HubSpot tracking code if you have it installed. If you do not have it installed you can follow these steps in&nbsp;Leadin to install:&nbsp;<a href=""/knowledge/how-do-i-install-the-leadin-tracking-code-on-my-website"" rel="""" target=""_blank"">Install Leadin Tracking Code</a>&nbsp;or if you are using&nbsp;WordPress, install the <a href=""https://wordpress.org/plugins/hubspot-tracking-code/"" target=""_blank"">HubSpot Tracking Code plugin</a> and provide your HubSpot Hub ID.</p><h3>Need help?</h3><p>To get help with&nbsp;Leadin, please use the 'Help' option in the bottom-right of each screen in&nbsp;Leadin or <a href=""/knowledge#contact_form"" target=""_blank"">here</a>.</p>","Leadin is now available as a free add-on for HubSpot Marketing and HubSpot CRM. To add Leadin to your HubSpot account, follow these steps.",4203845731,"https://app.hubspot.com/content/324680/edit-beta/4203845731"
"WordPress plugin - Tracking Code only","knowledge/wordpress-plugin-tracking-code-only","<p>The Leadin&nbsp;WordPress plugin now includes two modes, full mode and tracking code only mode.&nbsp;</p><!--more--><h3>Tracking code only mode</h3><p>If you signed up for&nbsp;Leadin via the web app, you can install the&nbsp;Leadin&nbsp;WordPress plugin to easily add your lead flows and tracking to your&nbsp;WordPress site. All you need is to install the plugin and grab your&nbsp;Leadin account&nbsp;token as outlined here:&nbsp;<a href=""/knowledge/where-do-i-find-my-leadin-token"" rel="""" target="""">Where do I find my Leadin token?</a></p><p>You can then fully access your&nbsp;Leadin account via the web app (<a href=""https://app.hubspot.com/login/leadin"">login here</a>) to configure and manage your account.</p><h3>Full&nbsp;mode</h3><p>If you signed up for&nbsp;Leadin via the&nbsp;WordPress plugin you can completely manage your account via the plugin. You will have access to all the&nbsp;Leadin tools right from within the plugin.</p>","The Leadin WordPress plugin now includes two modes, full mode and tracking code only mode. \n\n",4103155024,"https://app.hubspot.com/content/324680/edit-beta/4103155024"
"How do I install the Leadin tracking code on my Shopify website?","knowledge/how-do-i-install-the-leadin-tracking-code-on-my-shopify-website","<p>In Leadin, navigate to <strong>Settings &gt; Embed Code</strong> and copy the embed code to your clipboard.</p><!--more--><p><img alt=""tracking-code-standalone.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/tracking-code-standalone.png"" title=""tracking-code-standalone.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></p><p>Log into your <strong>Shopify&nbsp;</strong>admin dashboard and click on <strong>Online Store&nbsp;</strong>in the side menu.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/shopify1.png"" alt=""shopify1.png"" width=""320"" style=""display: block; margin-left: auto; margin-right: auto;""></p><p>Select <strong>Themes.</strong></p><p><strong><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/shopify2.png"" alt=""shopify2.png"" width=""320"" style=""width: 320px; display: block; margin-left: auto; margin-right: auto;""></strong></p><p>Click on <strong>••• </strong>and <strong>Edit HTML/CSS.</strong></p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/shopify3.png"" alt=""shopify3.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>Find the <strong>theme.liquid</strong> file for your theme.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/shopify4.png"" alt=""shopify4.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p><p>Paste your&nbsp;Leadin tracking code just <strong>before the &lt;/body&gt;</strong> tag in this file</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/shopify5.png"" alt=""shopify5.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;"" title=""shopify5.png"" caption=""false"" data-constrained=""true""></p><p>Don't forget to <strong>Save</strong> changes</p><p><strong><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/shopify6.png"" alt=""shopify6.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></strong></p><p>That's it! Head back into&nbsp;Leadin to build your lead flow and get started.</p>","In Leadin, navigate to Settings > Embed Code and copy the embed code to your clipboard and follow these steps. ",4372879425,"https://app.hubspot.com/content/324680/edit-beta/4372879425"
"How do I install Leadin?","knowledge/how-do-i-install-leadin","<p>Leadin has two installation options depending on your Content Management System (CMS). If you are using&nbsp;WordPress.org for your website, you can install the&nbsp;Leadin&nbsp;WordPress plugin on your website and sign up for a new account if you don't have one, or connect the plugin to an existing&nbsp;Leadin account if you have already signed up.&nbsp;</p><!--more--><p>If you are using any other CMS, you can install&nbsp;Leadin via the tracking code provided in Settings.</p><h3>Install&nbsp;Leadin on&nbsp;WordPress.org</h3><p>To install&nbsp;Leadin on your&nbsp;WordPress website, follow these steps: <a href=""/knowledge/how-do-i-install-leadin-on-my-wordpress-website"">Install&nbsp;Leadin&nbsp;WordPress plugin</a></p><p>If you already have a&nbsp;Leadin account, you can connect the&nbsp;WordPress plugin to this account via your&nbsp;Leadin token which you will find in Settings &gt; Installation. <a href=""/knowledge/where-do-i-find-my-leadin-token"">For more information see this guide</a>.</p><h3>Install&nbsp;Leadin on any other Content Management System</h3><p>Leadin can also be installed on any CMS which allows a JavaScript snippet to be added to the website. We have a series of installation <a href=""/knowledge/how-do-i-install-the-leadin-tracking-code-on-my-website"">guides for most CMSs here</a>&nbsp;but if we do not have a guide for your CMS <a href=""/knowledge#contact_form"">let us know</a>.&nbsp;</p>","Leadin has two installation options depending on your Content Management System (CMS). If you are using WordPress.org we have a plugin, for all other CMSs we provide an embed code.",4352255560,"https://app.hubspot.com/content/324680/edit-beta/4352255560"
"How do I install the Leadin tracking code on my Placester website?","knowledge/how-do-i-install-the-leadin-tracking-code-on-my-placester-website","<p>At this time, it is <strong>not possible</strong> to install the Leadin tracking code on a<strong>&nbsp;Placester&nbsp;</strong>site, as this platform does not support the ability to add custom JavaScript (like the Leadin tracking code) to the body section of a website.</p>","At this time, it is not possible to install the Leadin tracking code on a Placester site, as this platform does not support the ability to add custom JavaScript (like the Leadin tracking code) to the body section of a website.",4238506523,"https://app.hubspot.com/content/324680/edit-beta/4238506523"
"How do I change the timezone in Leadin?","knowledge/how-do-i-change-the-timezone-in-leadin","To change the time zone for your Leadin&nbsp;account:<br><br><ul><li>Navigate to Settings in the main navigation bar.</li><li>Click into Configuration.</li><li>Change the time zone for the account in the drop down.</li></ul><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/timezone.png"" alt=""timezone.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p>","To change the time zone for your Leadin account navigate to Settings in the main navigation bar, click into Configuration, change the time zone for the account in the drop down.",4249744708,"https://app.hubspot.com/content/324680/edit-beta/4249744708"
"How do I change my website URL in Leadin?","knowledge/how-do-i-change-my-website-url-in-leadin","To change the time zone for your Leadin&nbsp;account:<br><br><ul><li>Navigate to Settings in the main navigation bar.</li><li>Click into Configuration.</li><li>Change your URL in the 'Company Domain' option and save changes.</li></ul><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/domain_name.png"" alt=""domain_name.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""></p>","To change the time zone for your Leadin account, navigate to Settings in the main navigation bar, click into Configuration, change your URL in the 'Company Domain' option and save changes.",4200507294,"https://app.hubspot.com/content/324680/edit-beta/4200507294"
"Error running two Leadin tracking codes","knowledge/error-two-leadin-tracking-codes","<p>Due to how&nbsp;Leadin is built and runs on your website, it is not possible to install more than one&nbsp;Leadin tracking code on a single website.&nbsp;In the event that there are two installed at one, the first one to load will be the one that remains active and any subsequent&nbsp;Leadin tracking codes will not initialise.</p><!--more--><p>To identify what you have installed on your website, it is best to use your browsers in-built development tools. In Chrome, for example, you can right click on any part of your website and click ""Inspect"". This will bring up Chrome's Developer Tools on the 'Elements' tab. In here you can search for 'js.leadin.com' which will show you all the&nbsp;Leadin tracking codes installed on the website right now. Identify which you do no use and uninstall it to ensure that&nbsp;Leadin works correctly.</p>","Due to how Leadin is built and runs on your website, it is not possible to install more than one Leadin tracking code on a single website. ",4367818070,"https://app.hubspot.com/content/324680/edit-beta/4367818070"
"How do I delete my Leadin account?","knowledge/how-do-i-delete-a-leadin-portal","<p>To delete your Leadin account, follow these steps:</p><!--more--><ul><li>Navigate to <strong>Settings</strong>&nbsp;in Leadin.</li><li>Within Settings, select&nbsp;<strong>Configuration</strong>.&nbsp;</li><li>Scroll to the&nbsp;<em>Delete your Leadin account</em>&nbsp;section and click the&nbsp;red <strong>Delete Leadin&nbsp;</strong>button.</li></ul><span class=""hs_cos_wrapper hs_cos_wrapper_widget_container hs_cos_wrapper_type_widget_container"" data-hs-cos-general-type=""widget_container"" data-hs-cos-type=""widget_container""><strong><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/delete-account.png"" alt=""delete-account.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;""><br></strong></span>Finally, you will be prompted to <strong>enter your HubID</strong> in order to confirm you would like to permanently&nbsp;delete the Leadin&nbsp;portal.<br><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/delete-account-2.png"" alt=""delete-account-2.png"" width=""640"" style=""width: 640px; display: block; margin-left: auto; margin-right: auto;"" title=""delete-account-2.png"" caption=""false"" data-constrained=""true""></p><p class=""alert""><strong>Please note:</strong>&nbsp;This is not something that can be undone, please be sure that you want to delete your account and have <a href=""/knowledge/how-do-i-export-my-contacts"" target=""_blank"">exported your data before hand</a>.</p>","You can delete your Leadin account from within Settings > Configuration > Delete",4336250686,"https://app.hubspot.com/content/324680/edit-beta/4336250686"
