post_body,id
"<p>You may need to make an adjustment to your property mapping if your HubSpot form fields are not syncing to Salesforce to reflect updates. So, for example, if a contact filled out your form a month ago and told you they had 500 employees at the time, then they fill out the form again tomorrow to update that number to 550, you will want to make sure that HubSpot can sync the new information to Salesforce. Follow the steps below to make this adjustment:</p><!--more--><ul><li>Navigate to the <strong>Account menu</strong> &gt; select <strong>Integrations</strong></li></ul><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hub/181288/file-1569455263-png/Public_KCS_Images/accountMenuintegrations-1.png""><figcaption>Click Settings in the Salesforce section</figcaption></figure><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hub/181288/file-1572704800-png/Public_KCS_Images/salesforceSettings.png""><figcaption>Select Contact Field Mappings from the left-hand column</figcaption></figure><ul><li>Click the <strong>gear icon</strong> next to the mapping you want to edit &gt; choose <strong>Edit</strong></li></ul><ul><li>Set ""When should HubSpot data update the corresponding Salesforce field?"" to <strong>Always</strong></li></ul><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hub/181288/file-1572718896-png/Public_KCS_Images/alwaysUpdate.png""><figcaption>Save the mapping</figcaption></figure><p><br> Now, any time the HubSpot property is updated, that new information will sync to Salesforce and overwrite the existing value.</p><p><strong>Related articles:</strong></p><ul><li><a href=""http://knowledge.hubspot.com/salesforce-integration-user-guide/how-to-adjust-your-contact-field-mappings?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443100454309.1443109381224.7&amp;__hssc=20964263.106.1443109381224&amp;__hsfp=2217202602"" target=""_blank"">How to adjust your contact field mappings‰ÛÜ</a></li><li><a href=""http://help.hubspot.com/articles/KCS_Article/What-does-refresh-mappings-do-to-my-field-mappings?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443100454309.1443109381224.7&amp;__hssc=20964263.106.1443109381224&amp;__hsfp=2217202602"" target=""_blank"">What does Refresh Mapping do to my mappings?</a></li></ul><p>&nbsp;</p>",3351092711
"<p>In <strong>Page Performance</strong>,your blog's<strong> RSS Subscribers </strong>is the number of daily requests for your blog's RSS feed.</p><!--more--><ul><li>This metric is the daily sum of requests to your blog's RSS feed through visiting the RSS feed directly (ex. visits to ""blog.hubspot.com/rss.xml"") or using an RSS reader to request content.</li><li>The value resets to 0 each day and is not cumulative.</li><li>Due to the nature of RSS and the RSS feed being a URL that anyone can access, it is not possible generate a list of your RSS subscribers.</li></ul><p>Related article:</p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/COS-Blog/Where-can-I-find-my-HubSpot-Blog-RSS-Feed-URL?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443100454309.1443109381224.7&amp;__hssc=20964263.114.1443109381224&amp;__hsfp=2217202602"" target=""_blank"">Where can I find my HubSpot Blog RSS Feed URL?</a></li></ul>",3351110661
"<p>Add <a href=""http://help.hubspot.com/articles/KCS_Article/What-is-Lead-Source-and-how-does-the-property-get-updated"">Lead Source</a> as a <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-add-a-hidden-field-to-a-form"">hidden field</a> to your HubSpot forms. This method allows you to predetermine a Lead Source for contacts who fill out your form.</p><!--more--><p><strong>Related articles:</strong></p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-associate-a-form-with-a-Salesforce-campaign"">How do I associate a form with a Salesforce campaign?</a></li><li><a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-associate-a-form-with-a-Salesforce-campaign?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443100454309.1443109381224.7&amp;__hssc=20964263.119.1443109381224&amp;__hsfp=2217202602"" target=""_blank"">How do I associate a form with a Salesforce campaign?</a><ul><li><a href=""http://knowledge.hubspot.com/contacts-user-guide/how-to-use-the-contact-profiles-for-lead-intelligence?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443100454309.1443109381224.7&amp;__hssc=20964263.119.1443109381224&amp;__hsfp=2217202602"" target=""_blank"">How to use contact profiles for lead intelligence</a></li></ul></li></ul>",3351092916
"<ul><li>Navigate to <strong>Content &gt; Email </strong></li></ul><figure><img alt=""Email-nav"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Content/Email/select-email-in-main-nav.png"" title=""Email-nav"" width=""582"" data-constrained=""true"" style=""width: 582px;""><figcaption>User-added image</figcaption></figure><!--more--><ul><li>Select an email to edit</li></ul><ul><li>From the top of the page, click on&nbsp;<strong>Settings&nbsp;</strong>and scroll&nbsp;down to&nbsp;<strong>Advanced Settings</strong>.</li></ul><figure><img alt=""Edit-email-template"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Content/Email/Edit-email-template.png"" title=""Edit-email-template"" width=""803"" data-constrained=""true"" style=""width: 803px;""><figcaption>User-added image</figcaption></figure><ul><li>HubSpot will ask if you wish to make a copy of&nbsp;the template before&nbsp;making edits. If you don't want your changes to affect other emails using the same template, you should select Make a copy.</li></ul><p class=""alert""><strong>Please be aware</strong> that Sent emails cannot be edited. If you wish to edit an email template associated to a Sent email, access such template via your <em>Design Manager</em> (<strong>Content &gt; Design Manager</strong>). The <strong>Edit template</strong> option just detailed can only be found within Automated emails or emails that are in Draft.</p><p><span>Related Articles :</span></p><ul><li><span>&nbsp;</span><a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-add-my-custom-email-template-to-HubSpot?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443100454309.1443109381224.7&amp;__hssc=20964263.120.1443109381224&amp;__hsfp=2217202602"" target=""_blank"">How do I add my custom email template to HubSpot?</a></li></ul>",3517712185
"<p>HubSpot does not have the ability to recover deleted lists. If you accidentally deleted a list, you will need to recreate it.</p><!--more--><p><strong>Related articles:</strong></p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/Can-HubSpot-recover-contacts-that-I-accidentally-deleted"">How do I permanently delete all of the contacts on a list?</a></li><li><a href=""http://help.hubspot.com/articles/KCS_Article/Can-HubSpot-recover-contacts-that-I-accidentally-deleted?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443100454309.1443109381224.7&amp;__hssc=20964263.127.1443109381224&amp;__hsfp=2217202602"" target=""_blank"">Can HubSpot recover contacts that I accidentally deleted?</a></li></ul>",3396049653
"<p>Please follow the directions noted below to move a file between folders in HubSpot‰Ûªs COS File manager.</p><!--more--><ul><li>Navigate to <strong>Content</strong> &gt; <strong>File Manager</strong>.</li><li>Locate the file that needs to be moved within your file manager.&nbsp;Click on the <strong>gear Icon</strong> &gt; select <strong>Move</strong>.</li></ul><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hub/181288/file-2309880834-png/Public_KCS_Images/File_Manager/MoveFile1.png""><figcaption>At the file interface select the appropriate folder for the file &gt; click the Move button to finish.</figcaption></figure><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hub/181288/file-2305592148-png/Public_KCS_Images/File_Manager/MoveFile2.png""><figcaption>User-added image</figcaption></figure><p class=""alert""><strong>Please note:</strong>&nbsp;HubSpot will automatically update your&nbsp;images&nbsp;on any&nbsp;HubSpot pages when they are moved&nbsp;to a new folder within the File Manager.<br><br>At this time there is no way to move multiple files at once, with the exception of moving one folder into another.</p><p>Related Articles:</p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/COS-General/How-do-I-provide-a-direct-download-link-to-a-file-hosted-on-my-File-Manager?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443100454309.1443109381224.7&amp;__hssc=20964263.128.1443109381224&amp;__hsfp=2217202602"" target=""_blank"">How do I provide a direct download link to a file hosted on my File Manager?</a></li></ul>",3322874359
"<p><span>If you see an error message that your account has expired when logging into </span><strong>HubSpot</strong><span>, please contact your </span><strong>Account Manager</strong><span> or&nbsp;</span><a href=""http://help.hubspot.com/support?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443100454309.1443109381224.7&amp;__hssc=20964263.136.1443109381224&amp;__hsfp=2217202602"" target=""_blank"">HubSpot Support</a><span>.</span></p>",3351093216
"<p>You can use a <strong>clicked element event</strong> to track the clicks of a download link on a website page that has the <strong>HubSpot tracking code</strong> installed. Note this solution is only available for <strong>Enterprise </strong>customers.</p><!--more--><p>Follow the instructions for creating a clicked element event using the <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-create-an-Event-for-a-clicked-element#events_bookmarklet"">Events bookmarklet</a> or <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-create-an-Event-for-a-clicked-element#events_tool"">created manually</a> using a custom ID, class, or jQuery selector.</p>",3322968214
"<ul><li>Email clients do not always show images by default due to security settings and require users to <strong>click to download pictures</strong> in an email.</li><li>Some email clients have stricter security settings than others. This can mean that some images that you've added to your email will show while other images will not. An Email Filtering Service could be causing this, more information about this can be found <a href=""http://help.hubspot.com/articles/KCS_Article/Email/Why-are-my-Email-Images-being-dynamically-filtered-from-my-email-in-Outlook"">here</a></li><li>When editing your email, check that you've <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-create-a-webpage-version-of-an-email""><strong>enabled the web page version of your email</strong></a> to allow users with strict email settings to view your email images.</li><li>Alternatively, many email clients will not render very large images (10+ mbs)</li></ul>",3322972344
"<p>Once an email has been sent, there is no way to update the text content of the email, or the sender information because the email has left HubSpot's control and is on the way (or has been received) by the recipient's email client.</p><!--more--><p>However, if you are using a HubSpot CTA in your email, you can update the design and the link in that CTA, and in some email clients, the changes you make to the CTA will apply in email that the recipient sees.</p><ul><li>In Outlook, the CTA is re-loaded each time the email is opened, which allows the email to pull in the style and link updates you have applied to the CTA</li><li>In Gmail, the first time the email is opened, the CTA will load and will remain in that same state each time they open the email - the updates to the CTA will not apply if they are made after the email is opened. <ul><li>If you change the CTA and the recipient hasn't yet opened the email, the changes will apply the first time they open the email.</li></ul> </li></ul><p>For more on updating a CTA, check out <a href=""http://help.hubspot.com/articles/KCS_Article/CTA/How-do-I-edit-my-Call-to-Action"">this article</a>.</p><p>If your reading this article because you've sent an email that you want to try to cancel, contact Support as soon as possible by clicking the &quot;Help&quot; button in the bottom right of your HubSpot portal, and can try to stop the send. </p>",3322982774
